% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=769447, Thu Nov 23 14:35:31 2023, <python>{}</python>
1 9 0.09893273964473287 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
2 18 0.1326884341178449 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
3 27 0.1727447026542948 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
4 36 0.22349479823986854 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
5 45 0.24659352972809329 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
6 54 0.29246490771203343 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
7 63 0.3328240102726892 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
8 72 0.3958848658294521 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
9 81 0.43260316862240406 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
10 90 0.4448316822930563 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
11 99 0.49269906962158233 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
12 108 0.448898658526689 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
13 117 0.37528144578244704 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
14 126 0.35576686430521604 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
15 135 0.3452323575850314 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
16 144 0.3582671241756365 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
17 153 0.3342751567894077 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
18 162 0.40083968068316805 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
19 171 0.46054286716071485 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
20 180 0.4548775897331038 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
21 189 0.46072430665786995 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
22 198 0.505315877100194 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
23 207 0.5610825593145008 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
24 216 0.6366451674113096 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
25 225 0.584982189223014 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
26 234 0.5510974189546164 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
27 243 0.522202557927915 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
28 252 0.5205439258832075 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
29 261 0.44066820988787997 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
30 270 0.45689377767099953 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
31 279 0.400956258798931 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
32 288 0.3798846782387792 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
33 297 0.30716839316984057 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
34 306 0.297089135022025 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
35 315 0.30468715768558213 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
36 324 0.31797521804271833 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
37 333 0.2879186895379915 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
38 342 0.25545867216749213 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
39 351 0.2145421773400294 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
40 360 0.19336669323752292 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
41 369 0.19272138719886375 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
42 378 0.1619539280499046 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
43 387 0.14071587968508237 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
44 396 0.13200876178527376 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
45 405 0.11125863568277015 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
46 414 0.10364835751191359 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
47 423 0.09771693056006736 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
48 432 0.1152684193810126 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
49 441 0.13766691914181145 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
50 450 0.13257880387470874 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
51 459 0.12860941542453452 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
52 468 0.11097341889759754 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
53 477 0.10803803447459559 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
54 486 0.10943343405434722 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
55 495 0.1215172372447821 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
56 504 0.15729767667210634 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
57 513 0.18484004375631338 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
58 522 0.18698902842326956 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
59 531 0.1882850116597886 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
60 540 0.19200783988889514 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
61 549 0.20029237289233384 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
62 558 0.1869222153070778 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
63 567 0.17455135176695769 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
64 576 0.1710288358619519 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
65 585 0.16933931480077946 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
66 594 0.1704123672523613 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
67 603 0.15599287248399601 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
68 612 0.14986762677047416 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
69 621 0.15150474545699694 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
70 630 0.14055160157814467 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
71 639 0.1368808979461171 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
72 648 0.11622901384973684 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
73 657 0.1075343393255182 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
74 666 0.10712731677722824 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
75 675 0.1013854815834911 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
76 684 0.09934661514183943 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
77 693 0.10704058456936803 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
78 702 0.12211355918160066 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
79 711 0.13694698555504986 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
80 720 0.13619429640781663 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
81 729 0.13698862081367089 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
82 738 0.12639399985567767 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
83 747 0.1211297657573386 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
84 756 0.1074800380678468 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
85 765 0.09404874924228035 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
86 774 0.0786731538468676 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
87 783 0.07578241302423724 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
88 792 0.06978947202536535 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
89 801 0.06482997032666674 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
90 810 0.061049531040647136 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
91 819 0.05167611084723833 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
92 828 0.056661015193923504 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
93 837 0.05462866749465476 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
94 846 0.05739677294098904 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
95 855 0.06263371580264529 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
96 864 0.058668603220374274 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
97 873 0.06302363608999652 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
98 882 0.06967327576433018 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
99 891 0.08248891963881338 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
100 900 0.08569872496070975 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
101 909 0.08182860876032219 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
102 918 0.0989253096807566 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
103 927 0.1027082931901073 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
104 936 0.09233495426992626 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
105 945 0.0847231367883323 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
106 954 0.08902199288794449 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
107 963 0.08283171585971849 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
108 972 0.0832374635588948 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
109 981 0.07980427897530816 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
110 990 0.07719174889136211 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
111 999 0.07892701191763069 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
112 1008 0.08657530505935958 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
113 1017 0.07503110322943995 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
114 1026 0.06607940079569634 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
115 1035 0.06316121590699839 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
116 1044 0.06517726358361683 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
117 1053 0.06147383819072174 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
118 1062 0.05811321971312348 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
119 1071 0.052073532084434514 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
120 1080 0.04746765538121174 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
121 1089 0.048922538079187325 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
122 1098 0.04882394950035083 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
123 1107 0.05204117087634136 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
124 1116 0.05459092148480966 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
125 1125 0.051830745807623875 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
126 1134 0.04718027456028003 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
127 1143 0.049777180413355035 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
128 1152 0.0595499766993006 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
129 1161 0.06810822206459816 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
130 1170 0.07411576466084926 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
131 1179 0.06848904115289514 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
132 1188 0.06546449768722783 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
133 1197 0.06360637002288042 1 0 0.05000000000000002 0.5 1.25 1.5 0.75 0.11928031367991561
